CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
C0041856,2025-12-01,ABC-BRASIL,200001,B1,C,3,,,SP,São Paulo,S3,C0041856,C0080312,28195667,A
C0080312,2025-12-01,ABC-BRASIL - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,C0041856,C0080312,28195667,A
C0052302,2025-12-01,ABN AMRO,202205,B1,C,3,,,SP,São Paulo,S4,C0052302,C0081579,03532415,A
C0051956,2025-12-01,AGIBANK,201608,B1,C,3,,,SP,Campinas,S3,C0051956,C0083694,10664513,A
C0083694,2025-12-01,AGIBANK - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,Campinas,S3,C0051956,C0083694,10664513,A
01542356,2025-12-01,AGROBANCO-BANCO COMERCIAL S.A.,194602,B1,I,2,Banco Comercial,,GO,Goiânia,,,,,I
C0051949,2025-12-01,ANDBANK,201502,B1,C,3,,,SP,São Paulo,S4,C0051949,C0081256,48795256,A
C0081256,2025-12-01,ANDBANK - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,C0051949,C0081256,48795256,A
09978168,2025-12-01,BANCA COMMERCIALE ITALIANA,197411,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
28195667,2025-12-01,BANCO ABC BRASIL S.A.,198312,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0041856,C0080312,28195667,A
03532415,2025-12-01,BANCO ABN AMRO CLEARING S.A.,199912,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0052302,C0081579,03532415,A
33066408,2025-12-01,BANCO ABN AMRO REAL S.A.,196703,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
C0083539,2025-12-01,BANCO AFINZ BM - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,Sorocaba,S4,,C0083539,04814563,A
04814563,2025-12-01,BANCO AFINZ S.A. - BANCO MÚLTIPLO,201007,B1,I,2,Banco Múltiplo,,SP,Sorocaba,S4,,C0083539,04814563,A
10664513,2025-12-01,BANCO AGIBANK S.A.,200903,B1,I,3,Banco Comercial,,SP,Campinas,S3,C0051956,C0083694,10664513,A
24986770,2025-12-01,BANCO AGRIMISA S.A.,193107,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
09777385,2025-12-01,BANCO AGROPASTORIL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
03323840,2025-12-01,BANCO ALFA S.A.,199909,B1,I,2,Banco Comercial,,SP,São Paulo,S2,C0010083,C0080109,58160789,A
33870163,2025-12-01,BANCO ALVORADA S.A.,196810,B1,I,3,Banco Múltiplo,,BA,Salvador,S1,,,,I
48795256,2025-12-01,BANCO ANDBANK (BRASIL) S.A.,197708,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0051949,C0081256,48795256,A
33861840,2025-12-01,BANCO APLICAP S.A.,197903,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
78336633,2025-12-01,BANCO ARAUCÁRIA S.A.,197912,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
54403563,2025-12-01,BANCO ARBI S.A.,196910,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
09777384,2025-12-01,BANCO AUTOCASTRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
60885100,2025-12-01,BANCO AUXILIAR S.A.,194301,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081225,2025-12-01,BANCO B3 - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,São Paulo,S4,,C0081225,00997185,A
00997185,2025-12-01,BANCO B3 S.A.,199609,B1,I,2,Banco Comercial,,SP,São Paulo,S4,,C0081225,00997185,A
10866788,2025-12-01,BANCO BANDEPE S.A.,196402,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,C0030379,C0080185,90400888,A
15142490,2025-12-01,BANCO BANEB S.A.,193706,B1,I,2,Banco Múltiplo,,BA,Salvador,,,,,I
76492172,2025-12-01,BANCO BANESTADO S.A.,192811,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
C0080893,2025-12-01,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,PR,Curitiba,S4,C0051774,C0080893,00556603,A
00556603,2025-12-01,BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.,199506,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,C0051774,C0080893,00556603,A
60898723,2025-12-01,BANCO BCN S.A.,194001,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04562120,2025-12-01,BANCO BEA S.A.,195805,B1,I,2,Banco Múltiplo,,AM,Manaus,,,,,I
07196934,2025-12-01,BANCO BEC S.A.,196406,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
01540541,2025-12-01,BANCO BEG S.A.,194607,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
50585090,2025-12-01,BANCO BMG CONSIGNADO S.A.,197805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
61186680,2025-12-01,BANCO BMG S.A.,196504,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
62421979,2025-12-01,BANCO BMG SOLUÇÕES FINANCEIRAS S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
01522368,2025-12-01,BANCO BNP PARIBAS BRASIL S.A.,199612,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080673,01522368,A
33485541,2025-12-01,BANCO BOAVISTA INTERATLANTICO S.A.,192401,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
15114366,2025-12-01,BANCO BOCOM BBM S.A.,196706,B1,I,3,Banco Múltiplo,,BA,Salvador,S3,C0052003,C0084624,15114366,A
61356762,2025-12-01,"BANCO BOZANO, SIMONSEN S.A.",192410,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
04184779,2025-12-01,BANCO BRADESCARD S.A.,200102,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
06271464,2025-12-01,BANCO BRADESCO BBI S.A.,193906,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
33147315,2025-12-01,BANCO BRADESCO BERJ S.A.,194503,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
59438325,2025-12-01,BANCO BRADESCO CARTÕES S.A.,198902,B1,I,3,Banco Múltiplo,,SP,Osasco,S1,,,,I
07207996,2025-12-01,BANCO BRADESCO FINANCIAMENTOS S.A.,193907,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
60746948,2025-12-01,BANCO BRADESCO S.A.,194303,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
13004577,2025-12-01,BANCO BRASILEIRO COMERCIAL S.A.,193409,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
09777383,2025-12-01,BANCO BRASILEIRO DE CREDITO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
01852137,2025-12-01,BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA,199706,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0084480,01852137,A
09777382,2025-12-01,BANCO BRASILEIRO DO COMERCIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777381,2025-12-01,BANCO BRASILEIRO UNIDO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
27894443,2025-12-01,BANCO BRASILEIRO-IRAQUIANO S.A.,198210,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
28060929,2025-12-01,BANCO BRJ S.A.,198308,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
71027866,2025-12-01,BANCO BS2 S.A.,199305,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,,C0080422,71027866,A
30306294,2025-12-01,BANCO BTG PACTUAL S.A.,198612,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
01858774,2025-12-01,BANCO BV S.A.,199708,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0051011,C0080484,59588111,A
32254138,2025-12-01,BANCO BVA S.A.,198903,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0084844,2025-12-01,BANCO C6 - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S3,C0052072,C0084844,31872495,A
61348538,2025-12-01,BANCO C6 CONSIGNADO S.A.,196502,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
31872495,2025-12-01,BANCO C6 S.A.,201901,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
33349358,2025-12-01,BANCO CACIQUE S.A.,196408,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33466988,2025-12-01,BANCO CAIXA GERAL - BRASIL S.A.,193810,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,C0051815,C0080927,33466988,A
27598994,2025-12-01,BANCO CAMBIAL S.A.,198109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
03609817,2025-12-01,BANCO CARGILL S.A.,200002,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081414,03609817,A
33132044,2025-12-01,BANCO CEDULA S.A.,196506,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
09777380,2025-12-01,BANCO CENTRAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777379,2025-12-01,BANCO CENTRAL DO COMERCIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777378,2025-12-01,BANCO CENTRAL DO PERNAMBUCO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777360,2025-12-01,BANCO CENTRAL MERCANTIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
00558456,2025-12-01,BANCO CETELEM S.A.,199505,B1,I,3,Banco Múltiplo,,SP,Barueri,S3,,,,I
09777377,2025-12-01,BANCO CIDADE DE SALVADOR S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
33479023,2025-12-01,BANCO CITIBANK S.A.,196602,B1,I,3,Banco Múltiplo,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
31597552,2025-12-01,BANCO CLASSICO S.A.,198710,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
09777376,2025-12-01,BANCO COMANDO S/A (EX-CIVIA),180001,B1,I,2,Banco Comercial,,,,,,,,I
60937877,2025-12-01,BANCO COMERCIAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777375,2025-12-01,BANCO COMERCIAL DA CAPITAL DA REPUBLICA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777374,2025-12-01,BANCO COMERCIAL DE DESCONTOS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
71705719,2025-12-01,BANCO COMERCIAL DE SÃO PAULO S.A.,199307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
09777373,2025-12-01,BANCO COMERCIAL DO ESTADO DA GUANABARA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
61230165,2025-12-01,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,194010,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33087594,2025-12-01,BANCO COMERCIAL IPIRANGA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
72971922,2025-12-01,BANCO COMERCIAL PARAGUAYO S.A.,198809,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
09777372,2025-12-01,BANCO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777371,2025-12-01,BANCO COMERCIO DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777370,2025-12-01,BANCO COMERCIO E INDUSTRIA DO RIO DE JANEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777369,2025-12-01,BANCO CONTINENTAL DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
02038232,2025-12-01,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,199709,B1,I,2,Banco Múltiplo Cooperativo,,DF,Brasília,S2,C0051750,C0080879,02038232,A
01181521,2025-12-01,BANCO COOPERATIVO SICREDI S.A.,199606,B1,I,2,Banco Múltiplo Cooperativo,,RS,Porto Alegre,S2,,C0080745,01181521,A
33461468,2025-12-01,BANCO CREDIBANCO S.A.,196706,B1,I,2,Banco Múltiplo,,SP,Barueri,,,,,I
13007703,2025-12-01,BANCO CREDIPLAN S.A.,194504,B1,I,2,Banco Comercial,,SE,Aracaju,,,,,I
75647891,2025-12-01,BANCO CRÉDIT AGRICOLE BRASIL S.A.,198107,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080491,75647891,A
09777366,2025-12-01,BANCO CREDITO GERAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777365,2025-12-01,BANCO CREDITO MANILIO GOBBI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777364,2025-12-01,BANCO CREDITO MUTUO DE MINAS GERAIS S.A,180001,B1,I,2,Banco Comercial,,,,,,,,LO
61033106,2025-12-01,BANCO CREFISA S.A.,196703,B1,I,2,Banco Comercial,,SP,São Paulo,S4,C0052010,C0083632,60779196,A
62136254,2025-12-01,BANCO CRUZEIRO DO SUL S.A.,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04902979,2025-12-01,BANCO DA AMAZONIA S.A.,194212,B1,I,1,Banco Comercial,,PA,Belém,S3,,C0081249,04902979,A
09777363,2025-12-01,BANCO DA BARRA DO PIRAI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
10690848,2025-12-01,BANCO DA CHINA BRASIL S.A.,200907,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0032119,C0080295,07450604,A
58138991,2025-12-01,BANCO DA ECONOMIA DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60601234,2025-12-01,BANCO DAS NACOES S.A.,194307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
62232889,2025-12-01,BANCO DAYCOVAL S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,C0051987,C0081744,62232889,A
09777367,2025-12-01,BANCO DE CREDITO COMERCIAL DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
60633294,2025-12-01,BANCO DE CREDITO COMERCIAL S/A,194612,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
21562962,2025-12-01,BANCO DE CREDITO REAL DE MINAS GERAIS S.A.,188909,B1,I,2,Banco Múltiplo,,MG,Juiz de Fora,,,,,I
33042151,2025-12-01,BANCO DE LA NACION ARGENTINA,196002,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S4,,C0081270,33042151,A
44189447,2025-12-01,BANCO DE LA PROVINCIA DE BUENOS AIRES,198011,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S4,,C0081263,44189447,A
05938220,2025-12-01,BANCO DE RORAIMA S.A.,196901,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,A
62027453,2025-12-01,BANCO DESTAK S.A.,196712,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61199881,2025-12-01,BANCO DIBENS S.A.,196806,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0081799,2025-12-01,BANCO DIGIMAIS - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081799,92874270,A
92874270,2025-12-01,BANCO DIGIMAIS S.A.,198112,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081799,92874270,A
00000000,2025-12-01,BANCO DO BRASIL S.A.,190607,B1,I,1,Banco do Brasil - Banco Múltiplo,,DF,Brasília,S1,C0049906,C0080329,00000000,A
58129206,2025-12-01,BANCO DO COMERCIO S.A.,193901,B1,I,2,Banco Comercial,,SP,Santos,,,,,I
61364022,2025-12-01,BANCO DO COMMERCIO E INDUSTRIA DE SAO PAULO S.A.,189001,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
09777362,2025-12-01,BANCO DO DISTRITO FEDERAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
12275749,2025-12-01,BANCO DO ESTADO DE ALAGOAS S.A.,196307,B1,I,1,Banco Múltiplo,,AL,Maceió,,,,,I
03468907,2025-12-01,BANCO DO ESTADO DE MATO GROSSO S.A.,196401,B1,I,1,Banco Múltiplo,,MT,Cuiabá,,,,,LO
34794644,2025-12-01,BANCO DO ESTADO DE RORAIMA S.A.,199004,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,I
83876003,2025-12-01,BANCO DO ESTADO DE SANTA CATARINA S.A.,196207,B1,I,1,Banco Comercial,,SC,Florianópolis,,,,,I
61411633,2025-12-01,BANCO DO ESTADO DE SÃO PAULO S.A. - BANESPA,190909,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13009717,2025-12-01,BANCO DO ESTADO DE SERGIPE S.A.,196401,B1,I,1,Banco Múltiplo,,SE,Aracaju,S4,,C0081634,13009717,A
34943654,2025-12-01,BANCO DO ESTADO DO AMAPÁ S/A,199208,B1,I,1,Banco Múltiplo,,AP,Macapá,,,,,I
04913711,2025-12-01,BANCO DO ESTADO DO PARÁ S.A.,196110,B1,I,1,Banco Múltiplo,,PA,Belém,S3,,C0081586,04913711,A
06833131,2025-12-01,BANCO DO ESTADO DO PIAUÍ S.A. - BEP,194603,B1,I,1,Banco Múltiplo,,PI,Teresina,,,,,I
08321952,2025-12-01,BANCO DO ESTADO DO RIO GRANDE DO NORTE S.A.,190601,B1,I,1,Banco Comercial,,RN,Natal,,,,,I
92702067,2025-12-01,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,192809,B1,I,1,Banco Múltiplo,,RS,Porto Alegre,S2,C0030173,C0080154,92702067,A
07237373,2025-12-01,BANCO DO NORDESTE DO BRASIL S.A.,195406,B1,I,1,Banco Múltiplo,,CE,Fortaleza,S2,,C0081593,07237373,A
09777361,2025-12-01,BANCO DOS ESTADOS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
32067787,2025-12-01,BANCO EMPRESARIAL S.A.,198808,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
00675688,2025-12-01,BANCO EQUATORIAL S.A.,199507,B1,I,2,Banco Comercial,,CE,Fortaleza,,,,,I
52503596,2025-12-01,BANCO F. BARRETTO S.A.,192901,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33644196,2025-12-01,BANCO FATOR S.A.,196709,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080350,33644196,A
58616418,2025-12-01,BANCO FIBRA S.A.,198806,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0081483,58616418,A
09777359,2025-12-01,BANCO FINANCIAL DA PRODUCAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777358,2025-12-01,BANCO FINANCIAL DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777357,2025-12-01,BANCO FINANCIAL DO COMERCIO LIMITADO,180001,B1,I,2,Banco Comercial,,,,,,,,F
03377934,2025-12-01,BANCO FINANCIAL S.A.,193807,B1,I,2,Banco Comercial,,MS,Corumbá,,,,,I
57561615,2025-12-01,BANCO FINASA S.A.,198707,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
11758741,2025-12-01,BANCO FINAXIS S.A.,201008,B1,I,2,Banco Comercial,,PR,Curitiba,S4,C0051688,C0080790,11758741,A
33098518,2025-12-01,BANCO FININVEST S.A.,196111,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
42593459,2025-12-01,BANCO FRANCES INTERNACIONAL (BRASIL) S.A.,199902,B1,I,3,Banco Comercial,,SP,São Paulo,,,,,I
09978221,2025-12-01,BANCO FRANCES URUGUAY S.A.,197703,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
45246410,2025-12-01,BANCO GENIAL S.A.,198012,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,C0051839,C0080941,45246410,A
09777356,2025-12-01,BANCO GERAL DO CREDITO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
42159129,2025-12-01,BANCO GNPP S.A.,197205,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
31880826,2025-12-01,BANCO GUANABARA S.A.,198803,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
92893411,2025-12-01,BANCO HABITASUL S.A.,198201,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
33268434,2025-12-01,BANCO HALLES S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777355,2025-12-01,BANCO HIPOTECARIO GRAMACHO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
45666609,2025-12-01,BANCO HISPANO AMERICANO S.A.,198107,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33229113,2025-12-01,BANCO HOLANDES UNIDO S.A.,191702,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,RJ,Rio de Janeiro,,,,,I
C0084741,2025-12-01,BANCO HSBC - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0084741,53518684,A
53518684,2025-12-01,BANCO HSBC S.A.,198405,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0084741,53518684,A
09777354,2025-12-01,BANCO IMOBILIARIO BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
04866275,2025-12-01,BANCO INBURSA S.A.,200202,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081335,04866275,A
09777353,2025-12-01,BANCO INDUSTRIAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
10866333,2025-12-01,BANCO INDUSTRIAL DE PERNAMBUCO S.A.,194203,B1,I,2,Banco Comercial,,PE,Recife,,,,,I
31895683,2025-12-01,BANCO INDUSTRIAL DO BRASIL S.A.,198803,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,C0050988,C0080477,31895683,A
00416968,2025-12-01,BANCO INTER S.A.,199503,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,C0051884,C0080996,00416968,A
47571625,2025-12-01,BANCO INTER-ATLÂNTICO S.A.,192109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
69057453,2025-12-01,BANCO INTERIOR DE SÃO PAULO S.A.,199211,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
33861907,2025-12-01,BANCO INTERUNION S.A,196812,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,LO
76642859,2025-12-01,BANCO INVESTCORP S.A.,196810,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61182408,2025-12-01,BANCO INVESTCRED UNIBANCO S.A.,194908,B1,I,2,Banco Comercial,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
09777352,2025-12-01,BANCO IPANEMA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
17298092,2025-12-01,BANCO ITAÚ BBA S.A.,196709,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,,,,I
33885724,2025-12-01,BANCO ITAÚ CONSIGNADO S.A.,196907,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
60394079,2025-12-01,BANCO ITAUBANK S.A.,196508,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,C0010069,C0080099,60872504,A
31516198,2025-12-01,BANCO ITAÚ-BBA S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
03017677,2025-12-01,BANCO J. SAFRA S.A.,199906,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,C0010083,C0080109,58160789,A
33172537,2025-12-01,BANCO J.P. MORGAN S.A.,192508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,C0020107,C0080116,33172537,A
91884981,2025-12-01,BANCO JOHN DEERE S.A.,198711,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,C0010045,C0080075,60746948,A
07656500,2025-12-01,BANCO KDB DO BRASIL S.A.,200604,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081603,07656500,A
02318507,2025-12-01,BANCO KEB HANA DO BRASIL S.A.,199805,B1,I,3,Banco Comercial,,SP,São Paulo,S4,,C0081232,02318507,A
09777351,2025-12-01,BANCO LATINO AMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
57950982,2025-12-01,BANCO LAVRA S.A.,198710,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
58497702,2025-12-01,BANCO LETSBANK S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,198801,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,,,LE
59118133,2025-12-01,BANCO LUSO BRASILEIRO S.A.,198812,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081706,59118133,A
33074683,2025-12-01,BANCO MAIS S.A.,196706,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
89329379,2025-12-01,BANCO MAISONNAVE S.A.,197805,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,LO
33884941,2025-12-01,BANCO MASTER MÚLTIPLO S.A. - SOB RAET,196808,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,A
33923798,2025-12-01,BANCO MASTER S/A - EM LIQUIDAÇÃO EXTRAJUDICIAL,197803,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LE
09777350,2025-12-01,BANCO MERCANTIL DA METROPOLE S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777349,2025-12-01,BANCO MERCANTIL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
61065421,2025-12-01,BANCO MERCANTIL DE SÃO PAULO S.A.,193901,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
17184037,2025-12-01,BANCO MERCANTIL DO BRASIL S.A.,194102,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,C0020152,C0080123,17184037,A
09777348,2025-12-01,BANCO MERCANTIL DO ESPIRITO SANTO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777337,2025-12-01,BANCO MERIDIONAL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777347,2025-12-01,BANCO METROPOLITANO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
25999707,2025-12-01,BANCO MINEIRO S.A.,192811,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
61088183,2025-12-01,BANCO MIZUHO DO BRASIL S.A.,197601,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080697,61088183,A
30723886,2025-12-01,BANCO MODAL S.A.,198007,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S2,,,,I
