CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
33840125,2025-12-01,BATTISTELLA DISTRIBUIDORA DE TITULOS E VALORES MOBS.LTDA,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
83044057,2025-12-01,BATTISTELLA SOC. CORRETORA VALORES MOBILIARIOS E CAMBIO LTDA,197512,N2,I,2,Sociedade Corretora de TVM,,RS,Canoas,,,,,I
30822936,2025-12-01,BB GESTÃO DE RECURSOS - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,198607,N2,I,1,Sociedade Distribuidora de TVM,,DF,Brasília,S1,C0049906,C0080329,00000000,A
62338421,2025-12-01,BBA METAIS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA,196807,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62214648,2025-12-01,BBC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,196808,N2,I,2,Sociedade Distribuidora de TVM,,GO,Goiânia,,,,,I
33854134,2025-12-01,BBG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,196805,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
09978158,2025-12-01,BBM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,198709,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
61923504,2025-12-01,BBV CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,196708,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
45022548,2025-12-01,BBV DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,196810,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
61859724,2025-12-01,BCN CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,196801,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
58229360,2025-12-01,BCN S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
54541468,2025-12-01,BCP SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,202404,N2,I,3,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,S4,,C0087418,54541468,A
C0087418,2025-12-01,BCP SECURITIES DTVM - PRUDENCIAL,180001,N2,I,3,,,RJ,Rio de Janeiro,S4,,C0087418,54541468,A
92758283,2025-12-01,BCR - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,198912,N2,I,2,Sociedade Distribuidora de TVM,,RS,Porto Alegre,,,,,I
61732954,2025-12-01,BCV - CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S/A. - EM LIQUIDACAO,198910,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
07299480,2025-12-01,BEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,196809,N2,I,2,Sociedade Distribuidora de TVM,,SP,Osasco,S1,C0010045,C0080075,60746948,A
02665602,2025-12-01,BEG - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,197909,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
15210834,2025-12-01,BEHRMANN CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,196805,N2,I,2,Sociedade Corretora de TVM,,BA,Salvador,,,,,I
04798823,2025-12-01,"BELAUTO-CORRETORA DE CAMBIO,TITS.E VALS.MOBILIARIOS LTDA",197112,N2,I,2,Sociedade Corretora de TVM,,PA,Belém,,,,,I
00066670,2025-12-01,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196805,N2,I,2,Sociedade Distribuidora de TVM,,SP,Osasco,S1,C0010045,C0080075,60746948,A
33668591,2025-12-01,BEMAT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,199002,N2,I,2,Sociedade Distribuidora de TVM,,MT,Cuiabá,,,,,I
62231352,2025-12-01,BENSVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
12319976,2025-12-01,BERARD- CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,197009,N2,I,2,Sociedade Corretora de TVM,,AL,Maceió,,,,,I
83043372,2025-12-01,"BESC S/A - CORRETORA DE TITULOS, VALORES E CAMBIO-BESCAM",197508,N2,I,2,Sociedade Corretora de TVM,,SC,Florianópolis,,,,,I
82518523,2025-12-01,BESC-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA-BESCVAL,196805,N2,I,1,Sociedade Distribuidora de TVM,,SC,Florianópolis,S1,,,,I
33837568,2025-12-01,BETA CORRETORA DE CAMBIO E VALORES MOBILIÁRIOS S/A,196806,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
57977928,2025-12-01,BFI-DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,198711,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
33862244,2025-12-01,BGC LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,196812,N2,I,3,Sociedade Distribuidora de TVM,CTVM DTVM - Bolsa,RJ,Rio de Janeiro,S4,,C0084033,33862244,A
C0084033,2025-12-01,BGC LIQUIDEZ DTVM LTDA - PRUDENCIAL,180001,N2,I,3,,CTVM DTVM - Bolsa,RJ,Rio de Janeiro,S4,,C0084033,33862244,A
71289359,2025-12-01,BH-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199308,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
82657578,2025-12-01,BLUVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,SC,Blumenau,,,,,I
04163016,2025-12-01,BMC ASSET MANAGEMENT - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,200012,N2,I,2,Sociedade Distribuidora de TVM,,SP,Osasco,,,,,I
21146311,2025-12-01,BMG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,197911,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
08030215,2025-12-01,BMG S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,197112,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,S3,C0030290,C0080178,61186680,A
02201501,2025-12-01,BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,199806,N2,I,3,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,S4,C0051808,C0080910,42272526,A
C0082080,2025-12-01,BOA VIAGEM SCC LTDA. - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,PE,Recife,S4,,C0082080,06373777,A
06373777,2025-12-01,BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.,200412,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,PE,Recife,S4,,C0082080,06373777,A
58497728,2025-12-01,BOASAFRA DISTRIBUIDORA DE TIT. E VALORES MOBILIARIOS LTDA.,198801,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
33932138,2025-12-01,BOAVISTA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196904,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
69720894,2025-12-01,BOC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,199303,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,S3,C0032119,C0080295,07450604,A
15213150,2025-12-01,BOCOM BBM CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,196709,N2,I,3,Sociedade Corretora de TVM,,BA,Salvador,S3,C0052003,C0084624,15114366,A
01285394,2025-12-01,BOM NEGOCIO DISTRIBUIDORA TITULOS E VALORES MOBILIARIOS LTDA,196804,N2,I,2,Sociedade Distribuidora de TVM,,GO,Goiânia,,,,,I
33695586,2025-12-01,BONUS - SOCIEDADE CORRETORA DE TITULOS LTDA,196706,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
03486833,2025-12-01,BONUS CORRETORA DE CAMBIO LTDA,199912,N2,I,2,Sociedade Corretora de Câmbio,,RJ,Rio de Janeiro,,,,,I
35929132,2025-12-01,BOREAL S/A CORRETORA DE VALORES E CAMBIO,199001,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
33817891,2025-12-01,"BOZANO, SIMONSEN S/A DISTRIBUIDORA DE TIT E VAL. MOBILIARIOS",196809,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
C0084765,2025-12-01,BPY CCTVM - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Câmbio,SP,São Paulo,S4,,C0084765,27842177,A
27842177,2025-12-01,"BPY CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",201712,N2,I,2,Sociedade Corretora de TVM,CTVM DTVM - Câmbio,SP,São Paulo,S4,,C0084765,27842177,A
61855045,2025-12-01,BRADESCO S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS,196708,N2,I,2,Sociedade Corretora de TVM,,SP,Osasco,S1,C0010045,C0080075,60746948,A
34267203,2025-12-01,BRADESCO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
58229246,2025-12-01,BRADESCO-KIRTON CORRETORA DE CÂMBIO S.A.,196809,N2,I,2,Sociedade Corretora de Câmbio,,SP,Osasco,S1,C0010045,C0080075,60746948,A
62375134,2025-12-01,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,196810,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,S1,,,,I
69249449,2025-12-01,BRASBANCO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA - EM LIQUIDAÇÃO ORDINÁRIA,199301,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62421706,2025-12-01,BRASCORP DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196812,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
28154987,2025-12-01,BRASCRED - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,196810,N2,I,2,Sociedade Distribuidora de TVM,,ES,Vitória,,,,,I
00441527,2025-12-01,BRASILIA SOC CORRETORA DE TITULOS VALORES MOB E CAMBIO LTDA,197507,N2,I,2,Sociedade Corretora de TVM,,DF,Brasília,,,,,I
17357211,2025-12-01,BRASMINAS - SOC DISTRIBUIDORA DE TITULOS E VALORES MOB. LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
21594932,2025-12-01,BRASVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
53362554,2025-12-01,BRASVAL-CORRETORA DE VALORES LTDA,198402,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
33850686,2025-12-01,BRB - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA,196805,N2,I,1,Sociedade Distribuidora de TVM,,DF,Brasília,S3,C0031976,C0080288,00000208,A
44077014,2025-12-01,BR-CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,196807,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0083814,44077014,A
C0083814,2025-12-01,BR-CAPITAL DTVM S.A. - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0083814,44077014,A
76522994,2025-12-01,BRITANIA S/A CORRETORA DE TITULOS E VALORES,196805,N2,I,2,Sociedade Corretora de TVM,,PR,Curitiba,,,,,I
C0052560,2025-12-01,BRL TRUST,202406,N2,C,2,,,SP,São Paulo,S4,C0052560,C0084277,13486793,A
13486793,2025-12-01,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,201105,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,C0052560,C0084277,13486793,A
C0082372,2025-12-01,BROKER BRASIL CC LTDA. - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,SP,São Paulo,S4,,C0082372,16944141,A
16944141,2025-12-01,BROKER BRASIL CORRETORA DE CÂMBIO LTDA.,201211,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,SP,São Paulo,S4,,C0082372,16944141,A
33852476,2025-12-01,BROKER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
25640368,2025-12-01,BROOKLIN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,196802,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
C0082413,2025-12-01,BRX CC LTDA. - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,RJ,Rio de Janeiro,S4,,C0082413,17904906,A
17904906,2025-12-01,BRX CORRETORA DE CÂMBIO LTDA.,201306,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,RJ,Rio de Janeiro,S4,,C0082413,17904906,A
73334641,2025-12-01,BS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199310,N2,I,2,Sociedade Distribuidora de TVM,,PR,Curitiba,,,,,I
C0081995,2025-12-01,BT CC - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,SP,São Paulo,S5,,C0081995,73622748,A
73622748,2025-12-01,BT CORRETORA DE CÂMBIO LTDA.,199312,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,SP,São Paulo,S5,,C0081995,73622748,A
00997804,2025-12-01,BTG PACTUAL ADVISORS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,199602,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,S1,,,,I
29650082,2025-12-01,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,198612,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
43815158,2025-12-01,BTG PACTUAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,196804,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
59281253,2025-12-01,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,196508,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,S1,C0049944,C0080336,30306294,A
63566715,2025-12-01,BUSINESS CORRETORA DE CAMBIO LTDA.,199111,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,,,,,I
33831173,2025-12-01,BZRA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196805,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
54082946,2025-12-01,C VIDIGAL & ASSOCIADOS DISTRIBUIDORA DE TITS E VALS MOBS LTD,198503,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
92863463,2025-12-01,C.B.V. - CORRETORA BRASILEIRA DE VALORES MOBILIARIOS S.A.,180001,N2,I,2,Sociedade Corretora de TVM,,,,,,,,I
62274857,2025-12-01,C.R.500 DISTRIBUIDORA TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
32345784,2025-12-01,C6 CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,201902,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,S3,C0052072,C0084844,31872495,A
62136445,2025-12-01,CABRAL DE MENEZES SÃO PAULO CORRETORA DE CAMBIO E VALORES MOBILIÁRIOS S/A,196806,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
62162870,2025-12-01,CACIQUE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196803,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
42040639,2025-12-01,CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,202109,N2,I,1,Sociedade Distribuidora de TVM,,DF,Brasília,S1,C0051626,C0080738,00360305,A
92881150,2025-12-01,CALCULO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196803,N2,I,2,Sociedade Distribuidora de TVM,,RS,Porto Alegre,,,,,I
62220843,2025-12-01,CAMARGO DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
35835933,2025-12-01,"CAMBIAL S/A-CORRETORA DE CAMBIO,TITULOS E VALORES MOBILIARIO",198910,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
14652687,2025-12-01,CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.,201204,N2,I,2,Sociedade Corretora de Câmbio,,PE,Recife,S5,,,,I
39548128,2025-12-01,CAMBITUR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199307,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
10995983,2025-12-01,CAMINHA FRANCO SOCIEDADE CORRETORA DE CAMBIO TITULOS E VALORES MOBILIARIOS LTDA,196806,N2,I,2,Sociedade Corretora de TVM,,PE,Recife,,,,,I
82668781,2025-12-01,CAMPANHOLI DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS,196812,N2,I,2,Sociedade Distribuidora de TVM,,PR,Curitiba,,,,,I
17319971,2025-12-01,CAMPOS CORREA - CORRETORA DE VALORES LTDA,196709,N2,I,2,Sociedade Corretora de TVM,,MG,Belo Horizonte,,,,,I
32206393,2025-12-01,CANDELARIA DISTRIBUIDORA DE TITS.E VALS.MOBILIARIOS S/A,198808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
52571080,2025-12-01,CAP-DISTRIBUIDORA DE TITULOS E VAL. MOBIL. LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
33885021,2025-12-01,CAPEMI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
58225434,2025-12-01,CAPITAL S/A CORRETORA DE VALORES E CAMBIO,196806,N2,I,2,Sociedade Corretora de TVM,,SP,Santos,,,,,I
76610476,2025-12-01,CAPITAL S/A SOCIEDADE CORRETORA DE VALORES,196707,N2,I,2,Sociedade Corretora de TVM,,PR,Curitiba,,,,,I
00302297,2025-12-01,"CAPITALTEC CORRETORA DE CAMBIO, TIT E VAL MOBILIARIOS LTDA",180001,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
62240767,2025-12-01,CAPUAVA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
03136334,2025-12-01,CARAVELLO S.A - CORRETORA DE CAMBIO,199905,N2,I,2,Sociedade Corretora de Câmbio,,RJ,Rio de Janeiro,,,,,I
33767039,2025-12-01,CARAVELLO S.A-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196801,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
62237649,2025-12-01,CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,196809,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Ouro,SP,São Paulo,S5,,C0084095,62237649,A
C0084095,2025-12-01,CAROL DTVM LTDA. - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Ouro,SP,São Paulo,S5,,C0084095,62237649,A
15222623,2025-12-01,CARVALHO CORRETORA DE CAMBIO E TITULOS MOBILIARIOS LTDA,197109,N2,I,2,Sociedade Corretora de TVM,,BA,Salvador,,,,,I
29978830,2025-12-01,CARVALHO E CARVALHO CORRETORES DE TITULOS E VALORES MOBILIARIOS S.A.,197806,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
15186802,2025-12-01,CASAFORTE - CORRETORA DE VALORES MOBILIARIOS LTDA,196709,N2,I,2,Sociedade Corretora de TVM,,BA,Salvador,,,,,I
47215387,2025-12-01,CATÁLISE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,202303,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Outros,PR,Curitiba,S4,,C0086952,47215387,A
C0086952,2025-12-01,CATÁLISE DTVM PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Outros,PR,Curitiba,S4,,C0086952,47215387,A
34829992,2025-12-01,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,202001,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,,,C0085111,34829992,A
C0085111,2025-12-01,CBSF DTVM - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,,,C0085111,34829992,A
C0082341,2025-12-01,CC AÇORIANA LTDA. - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,AM,Manaus,S5,,C0082341,15761217,A
21593744,2025-12-01,CEDISVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
33858630,2025-12-01,CEDRO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,196803,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
33792011,2025-12-01,CEDULA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196804,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
17355926,2025-12-01,CEMIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
17355843,2025-12-01,CENTAVO DESTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
33859794,2025-12-01,CERTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196902,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
01235298,2025-12-01,CETRO-CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,199605,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
07554076,2025-12-01,CGD INVESTIMENTOS CORRETORA DE VALORES E CÂMBIO S.A.,200509,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,S4,C0051815,C0080927,33466988,A
02391272,2025-12-01,CHASE FLEMING S.A. DISTRIBUIDORA DE TITS E VALS MOBILIARIOS,200002,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
17318940,2025-12-01,CHAVES - CORRETORA DE VALORES S/A,196707,N2,I,2,Sociedade Corretora de TVM,,MG,Belo Horizonte,,,,,I
92891381,2025-12-01,CHECKINVEST DISTRIBUIDORA DE TITS.E VALS.MOBILIARIOS LTDA,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
33552332,2025-12-01,CIA IPIRANGA CORRETORA DE CAMBIO E TITULOS,180001,N2,I,2,Sociedade Corretora de TVM,,,,,,,,I
05313386,2025-12-01,CIBRASEC - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,200209,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
73671711,2025-12-01,CIFRA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,199311,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
17335571,2025-12-01,CIFRAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196805,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
04949707,2025-12-01,CIRCUITO FINANCEIRO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196901,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
33868597,2025-12-01,CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,196810,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
33709114,2025-12-01,"CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",196709,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,S2,C0030403,C0080192,33479023,A
33637992,2025-12-01,CITY DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196804,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
42285973,2025-12-01,CLAJO CORRETORA DE TITULOS E CAMBIO S/A,197310,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
30884498,2025-12-01,CLAJO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,198001,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
15221898,2025-12-01,CLAN CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,197209,N2,I,2,Sociedade Corretora de TVM,,SE,Aracaju,,,,,I
15107963,2025-12-01,CLEAR CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,201203,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
62124029,2025-12-01,CLIPPER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,196806,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
C0080549,2025-12-01,CM CAPITAL MARKETS - PRUDENCIAL,180001,N2,I,3,,,SP,São Paulo,S4,,C0080549,02685483,A
02685483,2025-12-01,"CM CAPITAL MARKETS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA",199811,N2,I,3,Sociedade Corretora de TVM,CTVM DTVM - Bolsa,SP,São Paulo,S4,,C0080549,02685483,A
92869379,2025-12-01,CMB - CORRETORA DE CAMBIO E VALORES MOBILIARIOS S/A,196711,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
